Month_Ending,FY_Start_Date,FY_End_Date,PARTYEAR,Age_Band,FCE,FCEs_With_Procedure,Ordinary_Admission_Episodes,FCE_DAY_CASES,FCE_DAY_WITH_PROCEDURE,FAE,EMERGENCY,Total_Appointments,Attended_Appointments,DNA_Appointments,First_Attendance,Follow_Up_Attendance
31AUG2019,01APR2019,31MAR2020,201999,23. 90+,65451,24940,57904,7547,7016,39286,29644,177671,139541,8632,39592,99935
31AUG2019,01APR2019,31MAR2020,201999,24. unknown,13690,8790,9487,4203,3893,11473,3342,155906,138127,14389,59890,78230
31JUL2019,01APR2019,31MAR2020,201999,01. 0 - 4,119264,28547,107183,12081,10118,111086,40511,377040,284491,31592,123211,161216
31JUL2019,01APR2019,31MAR2020,201999,02. 5 - 9,29341,17164,17331,12010,10727,28098,13105,322150,235946,28725,80185,155690
31JUL2019,01APR2019,31MAR2020,201999,03. 10 - 14,25162,14708,15447,9715,8680,23952,11482,317915,233677,26571,77067,156586
31JUL2019,01APR2019,31MAR2020,201999,04. 15,6199,3519,3958,2241,2042,5862,2768,76252,55998,6294,15760,40222
31JUL2019,01APR2019,31MAR2020,201999,05. 16,6482,3856,3922,2560,2331,5968,2377,69131,48915,6653,12987,35903
31JUL2019,01APR2019,31MAR2020,201999,06. 17,7112,3873,4744,2368,2181,6415,2837,64155,46824,6337,13582,33224
31JUL2019,01APR2019,31MAR2020,201999,07. 18,8265,4234,5913,2352,2190,7376,3388,61602,44539,6793,13950,30577
31JUL2019,01APR2019,31MAR2020,201999,08. 19,9841,4941,7349,2492,2309,8782,3934,63161,46425,7007,15742,30660
31JUL2019,01APR2019,31MAR2020,201999,09. 20 - 24,61732,32340,46371,15361,14300,55602,21713,394269,294576,41839,103303,191187
31JUL2019,01APR2019,31MAR2020,201999,10. 25 - 29,85220,48061,64159,21061,19664,77713,25615,582858,445290,54231,158029,287176
31JUL2019,01APR2019,31MAR2020,201999,11. 30 - 34,92729,55283,68224,24505,22909,84351,25766,681472,522305,56983,182016,340205
31JUL2019,01APR2019,31MAR2020,201999,12. 35 - 39,81254,50727,54041,27213,25564,72828,24302,617379,465819,50665,163367,302322
31JUL2019,01APR2019,31MAR2020,201999,13. 40 - 44,67772,44244,39200,28572,26888,59368,21843,517816,384675,42508,138478,246108
31JUL2019,01APR2019,31MAR2020,201999,14. 45 - 49,82223,55455,44109,38114,35911,70987,25461,610153,458849,44894,159472,299233
31JUL2019,01APR2019,31MAR2020,201999,15. 50 - 54,104350,71673,54742,49608,46879,89526,30386,742966,567213,48001,189480,377592
31JUL2019,01APR2019,31MAR2020,201999,16. 55 - 59,132518,96179,60831,71687,67931,114779,31672,810015,630690,44051,202290,428233
31JUL2019,01APR2019,31MAR2020,201999,17. 60 - 64,124195,86908,63793,60402,57077,104304,31670,802722,636505,36169,195389,440917
31JUL2019,01APR2019,31MAR2020,201999,18. 65 - 69,138831,96531,72742,66089,62567,114508,34595,845257,684129,30060,202606,481387
31JUL2019,01APR2019,31MAR2020,201999,19. 70 - 74,173389,117458,93978,79411,75401,139479,43983,980292,799360,30545,233250,565930
31JUL2019,01APR2019,31MAR2020,201999,20. 75 - 79,158875,100301,94846,64029,60499,121795,44533,829202,676036,27910,194084,481795
31JUL2019,01APR2019,31MAR2020,201999,21. 80 - 84,145384,81816,98353,47031,44268,104383,47815,670757,542735,25073,156927,385688
31JUL2019,01APR2019,31MAR2020,201999,22. 85 - 89,106691,50948,83031,23660,22175,69607,40751,412586,327710,18271,94463,233206
31JUL2019,01APR2019,31MAR2020,201999,23. 90+,68340,26222,60264,8076,7528,40840,30623,197616,154729,9626,44274,110441
31JUL2019,01APR2019,31MAR2020,201999,24. unknown,14476,9473,9818,4658,4353,12155,3425,180107,158248,17864,66544,91703
30JUN2019,01APR2019,31MAR2020,201999,01. 0 - 4,114593,26277,103771,10822,9053,106580,39721,338187,255451,27754,109576,145828
30JUN2019,01APR2019,31MAR2020,201999,02. 5 - 9,27148,15309,16308,10840,9680,26035,12448,286810,214929,23894,71984,142878
30JUN2019,01APR2019,31MAR2020,201999,03. 10 - 14,24864,13926,15994,8870,8026,23622,12043,284287,214136,21837,69763,144339
30JUN2019,01APR2019,31MAR2020,201999,04. 15,5828,2984,3892,1936,1774,5517,2921,65752,47947,5328,13894,34030
30JUN2019,01APR2019,31MAR2020,201999,05. 16,5163,2748,3473,1690,1546,4681,2310,60144,41173,5841,11539,29606
30JUN2019,01APR2019,31MAR2020,201999,06. 17,6365,3237,4472,1893,1748,5701,2825,56824,41575,5582,12388,29184
30JUN2019,01APR2019,31MAR2020,201999,07. 18,7418,3644,5549,1869,1728,6562,3289,54253,39289,5840,12495,26782
30JUN2019,01APR2019,31MAR2020,201999,08. 19,9068,4436,6928,2140,1991,8063,3823,56491,41218,6529,14059,27143
30JUN2019,01APR2019,31MAR2020,201999,09. 20 - 24,57245,29749,43468,13777,12837,51575,20688,352893,262914,37873,92909,169942
30JUN2019,01APR2019,31MAR2020,201999,10. 25 - 29,79504,44404,60768,18736,17565,72306,23940,522012,398086,48689,141000,256978
30JUN2019,01APR2019,31MAR2020,201999,11. 30 - 34,86824,51364,64658,22166,20799,78878,24280,609960,467443,51015,163191,304185
30JUN2019,01APR2019,31MAR2020,201999,12. 35 - 39,76868,47795,51658,25210,23712,69099,23145,558773,423217,45752,149664,273390
30JUN2019,01APR2019,31MAR2020,201999,13. 40 - 44,64167,41658,37483,26684,25168,56475,21024,472320,353432,38125,126448,226892
30JUN2019,01APR2019,31MAR2020,201999,14. 45 - 49,78263,52684,42567,35696,33754,67688,24648,557020,421038,40710,146511,274384
30JUN2019,01APR2019,31MAR2020,201999,15. 50 - 54,95873,65933,50694,45179,42768,82421,28191,671065,512932,43342,171819,340948
30JUN2019,01APR2019,31MAR2020,201999,16. 55 - 59,120821,87661,56199,64622,61410,104883,29478,723596,562168,40309,180329,381652
30JUN2019,01APR2019,31MAR2020,201999,17. 60 - 64,113584,79036,59926,53658,50798,94802,29516,716512,566750,32643,173959,392636
30JUN2019,01APR2019,31MAR2020,201999,18. 65 - 69,126842,87721,67679,59163,55984,104644,32244,754478,607775,27593,179519,428127
30JUN2019,01APR2019,31MAR2020,201999,19. 70 - 74,157076,105932,87210,69866,66293,126011,40617,872171,707805,27939,206241,501352
30JUN2019,01APR2019,31MAR2020,201999,20. 75 - 79,144198,90961,86518,57680,54522,111018,40846,736692,598266,25176,171571,426550
30JUN2019,01APR2019,31MAR2020,201999,21. 80 - 84,133369,74919,91197,42172,39844,95368,43856,598091,482355,23068,138626,343618
30JUN2019,01APR2019,31MAR2020,201999,22. 85 - 89,98703,47072,77325,21378,20025,64416,38162,368728,292809,16401,84239,208524
30JUN2019,01APR2019,31MAR2020,201999,23. 90+,63792,24064,56368,7424,6877,38044,28536,176082,137704,8749,39161,98526
30JUN2019,01APR2019,31MAR2020,201999,24. unknown,13061,8545,8883,4178,3902,10917,3073,161756,140820,17343,60760,80060
31MAY2019,01APR2019,31MAR2020,201999,01. 0 - 4,120908,27925,109393,11515,9733,112350,43539,354482,269979,29291,115653,154306
31MAY2019,01APR2019,31MAR2020,201999,02. 5 - 9,29244,16270,17673,11571,10384,28005,13597,298166,224568,25359,74758,149761
31MAY2019,01APR2019,31MAR2020,201999,03. 10 - 14,25270,14440,16063,9207,8328,24008,11893,295560,222908,23252,73170,149709
31MAY2019,01APR2019,31MAR2020,201999,04. 15,6078,3227,4026,2052,1880,5747,2987,68392,50627,5477,14707,35902
31MAY2019,01APR2019,31MAR2020,201999,05. 16,5470,2731,3850,1620,1461,4929,2672,60072,41404,5820,11982,29405
31MAY2019,01APR2019,31MAR2020,201999,06. 17,6690,3382,4721,1969,1806,5982,2956,60091,44406,5720,13534,30871
31MAY2019,01APR2019,31MAR2020,201999,07. 18,7937,3770,6019,1918,1777,7035,3587,57158,42108,6196,13647,28433
31MAY2019,01APR2019,31MAR2020,201999,08. 19,9666,4642,7406,2260,2091,8614,4173,59686,44071,6671,15307,28755
31MAY2019,01APR2019,31MAR2020,201999,09. 20 - 24,60277,31006,45758,14519,13531,54321,21841,374245,281772,39390,99943,181763
31MAY2019,01APR2019,31MAR2020,201999,10. 25 - 29,81859,45826,62135,19724,18502,74302,24662,552297,424958,50426,149882,274987
31MAY2019,01APR2019,31MAR2020,201999,11. 30 - 34,89791,53312,66747,23044,21700,81712,25004,644717,497727,53155,173333,324322
31MAY2019,01APR2019,31MAR2020,201999,12. 35 - 39,79443,49265,53545,25898,24426,71243,23753,588245,447596,47453,157019,290366
31MAY2019,01APR2019,31MAR2020,201999,13. 40 - 44,66315,43265,38546,27769,26231,58188,21542,490360,368146,39387,131078,236994
31MAY2019,01APR2019,31MAR2020,201999,14. 45 - 49,81541,54954,44067,37474,35471,70468,25433,582448,442248,42149,152240,289864
31MAY2019,01APR2019,31MAR2020,201999,15. 50 - 54,101279,69994,53017,48262,45648,87067,29320,706064,542624,45785,179949,362485
31MAY2019,01APR2019,31MAR2020,201999,16. 55 - 59,126762,92046,58849,67913,64373,109765,30575,761261,594684,42096,188635,405853
31MAY2019,01APR2019,31MAR2020,201999,17. 60 - 64,118431,82701,62070,56361,53458,99043,30551,753668,598617,34762,181794,416671
31MAY2019,01APR2019,31MAR2020,201999,18. 65 - 69,133759,92369,71183,62576,59309,109798,33729,797373,644956,29300,187800,457005
31MAY2019,01APR2019,31MAR2020,201999,19. 70 - 74,166811,111682,92342,74469,70545,133465,43023,916800,747497,29428,214262,533004
31MAY2019,01APR2019,31MAR2020,201999,20. 75 - 79,153209,95553,93093,60116,56821,116654,43708,772380,629201,27029,177707,451345
31MAY2019,01APR2019,31MAR2020,201999,21. 80 - 84,141236,78388,97295,43941,41307,100503,46968,629142,508041,24980,144447,363509
31MAY2019,01APR2019,31MAR2020,201999,22. 85 - 89,105126,49304,82981,22145,20727,67923,40618,387376,308176,17474,87656,220454
31MAY2019,01APR2019,31MAR2020,201999,23. 90+,69296,25684,61582,7714,7149,40750,30883,185090,145301,9396,41316,103962
31MAY2019,01APR2019,31MAR2020,201999,24. unknown,14039,9351,9153,4886,4607,11874,3302,169021,145773,19626,60461,85312
30APR2019,01APR2019,31MAR2020,201999,01. 0 - 4,116439,26050,105994,10445,8608,108298,44101,336533,254866,27299,110003,144837
30APR2019,01APR2019,31MAR2020,201999,02. 5 - 9,27363,15030,16571,10792,9615,26102,12617,274678,202673,23999,67700,134930
30APR2019,01APR2019,31MAR2020,201999,03. 10 - 14,23458,13456,14555,8903,8049,22217,10630,275459,206068,22275,66045,139996
30APR2019,01APR2019,31MAR2020,201999,04. 15,5781,3209,3603,2178,2002,5509,2676,67755,50100,5545,14176,35916
30APR2019,01APR2019,31MAR2020,201999,05. 16,5835,3220,3794,2041,1879,5319,2553,64210,47215,5732,13249,33953
30APR2019,01APR2019,31MAR2020,201999,06. 17,6616,3375,4604,2012,1841,5926,2842,58673,43100,5485,12817,30282
30APR2019,01APR2019,31MAR2020,201999,07. 18,7698,3735,5632,2066,1905,6851,3351,56462,41663,5969,13571,28066
30APR2019,01APR2019,31MAR2020,201999,08. 19,9169,4458,7004,2165,2027,8143,3849,58668,43434,6341,14515,28900
30APR2019,01APR2019,31MAR2020,201999,09. 20 - 24,56931,29590,42984,13947,13050,51310,20591,361698,272066,37369,96580,175452
30APR2019,01APR2019,31MAR2020,201999,10. 25 - 29,77608,43436,58526,19082,17863,70559,22991,531134,407880,48315,143664,264131
30APR2019,01APR2019,31MAR2020,201999,11. 30 - 34,84882,50381,62822,22060,20675,77129,23828,619872,477546,50522,165857,311620
30APR2019,01APR2019,31MAR2020,201999,12. 35 - 39,74918,46205,50286,24632,23146,67181,22541,563796,426787,45325,150177,276447
30APR2019,01APR2019,31MAR2020,201999,13. 40 - 44,62486,40537,36192,26294,24791,54754,20250,469304,349812,37628,125202,224559
30APR2019,01APR2019,31MAR2020,201999,14. 45 - 49,77280,51673,41758,35522,33552,66686,24205,560608,423561,40006,147115,276318
30APR2019,01APR2019,31MAR2020,201999,15. 50 - 54,96718,66273,51223,45495,43093,82569,28169,679807,521436,42601,172980,348262
30APR2019,01APR2019,31MAR2020,201999,16. 55 - 59,120212,86535,56276,63936,60725,103669,29456,732055,571009,39275,180595,390256
30APR2019,01APR2019,31MAR2020,201999,17. 60 - 64,114844,79088,60365,54479,51513,95564,30101,728286,578595,32383,175689,402728
30APR2019,01APR2019,31MAR2020,201999,18. 65 - 69,129810,88664,69824,59986,56836,106108,33549,768589,621965,27171,180109,441697
30APR2019,01APR2019,31MAR2020,201999,19. 70 - 74,160475,105846,90425,70050,66545,127677,42721,882781,718976,27124,204840,513936
30APR2019,01APR2019,31MAR2020,201999,20. 75 - 79,147851,90441,91714,56137,53106,111422,43538,739989,601737,25076,169102,432504
30APR2019,01APR2019,31MAR2020,201999,21. 80 - 84,138233,74667,96969,41264,38965,97157,47013,601375,484735,22991,136297,348351
30APR2019,01APR2019,31MAR2020,201999,22. 85 - 89,103663,47282,83237,20426,19132,66362,41168,370673,293576,16639,82857,210657
30APR2019,01APR2019,31MAR2020,201999,23. 90+,68256,24930,61123,7133,6627,40049,30866,177648,138699,8887,38945,99735
30APR2019,01APR2019,31MAR2020,201999,24. unknown,12762,8513,8349,4413,4178,10800,2993,142006,120558,17701,50290,70268
31MAR2019,01APR2018,31MAR2019,201899,01. 0 - 4,124701,26978,113428,11273,9353,115596,48741,349116,266421,26837,115552,150851
31MAR2019,01APR2018,31MAR2019,201899,02. 5 - 9,29229,15278,17835,11394,10104,28039,13767,287781,217168,22713,70313,146818
31MAR2019,01APR2018,31MAR2019,201899,03. 10 - 14,26133,14035,16751,9382,8447,24844,12690,296286,227555,21346,73024,154493
31MAR2019,01APR2018,31MAR2019,201899,04. 15,6347,3268,4207,2140,1965,6044,3224,72818,55248,5495,15615,39627
31MAR2019,01APR2018,31MAR2019,201899,05. 16,6407,3231,4373,2034,1878,5847,3032,68115,50844,5572,14529,36305
31MAR2019,01APR2018,31MAR2019,201899,06. 17,7140,3678,4955,2185,2004,6383,3136,63284,47247,5866,14035,33205
31MAR2019,01APR2018,31MAR2019,201899,07. 18,8228,3963,6051,2177,2010,7279,3648,58714,43854,5980,14256,29575
31MAR2019,01APR2018,31MAR2019,201899,08. 19,9528,4561,7240,2288,2112,8440,4058,61092,45757,6484,15629,30100
31MAR2019,01APR2018,31MAR2019,201899,09. 20 - 24,59436,30734,44776,14660,13689,53583,21559,374700,283836,38106,101450,182360
31MAR2019,01APR2018,31MAR2019,201899,10. 25 - 29,80581,44905,60588,19993,18744,73443,24168,550572,423451,49902,149891,273462
31MAR2019,01APR2018,31MAR2019,201899,11. 30 - 34,89563,52789,65857,23706,22110,81492,24812,645478,499850,51833,174196,325593
31MAR2019,01APR2018,31MAR2019,201899,12. 35 - 39,79247,49733,52248,26999,25443,71180,23257,593452,453343,47226,157698,295533
31MAR2019,01APR2018,31MAR2019,201899,13. 40 - 44,66138,43321,37946,28192,26702,58192,21152,496819,374736,39050,132595,242080
31MAR2019,01APR2018,31MAR2019,201899,14. 45 - 49,81352,54647,43526,37826,35722,70389,24812,590351,449050,41969,154543,294372
31MAR2019,01APR2018,31MAR2019,201899,15. 50 - 54,99924,68783,51930,47994,45475,85878,28415,708004,544897,45263,179232,365503
31MAR2019,01APR2018,31MAR2019,201899,16. 55 - 59,125466,90660,58048,67418,64041,108364,29946,755441,590166,40821,186305,403708
31MAR2019,01APR2018,31MAR2019,201899,17. 60 - 64,118002,82087,61322,56680,53626,98616,29830,748064,595433,33502,178561,416758
31MAR2019,01APR2018,31MAR2019,201899,18. 65 - 69,132635,91571,69866,62769,59529,109300,32854,789308,639096,28275,184457,454496
31MAR2019,01APR2018,31MAR2019,201899,19. 70 - 74,163391,109180,89661,73730,69798,131268,41660,904961,737852,28646,208575,529107
31MAR2019,01APR2018,31MAR2019,201899,20. 75 - 79,148972,91966,90743,58229,55044,112976,42203,751671,611000,25877,170564,440275
31MAR2019,01APR2018,31MAR2019,201899,21. 80 - 84,137750,74748,95328,42422,39972,97308,45764,612435,492275,23945,136727,355464
31MAR2019,01APR2018,31MAR2019,201899,22. 85 - 89,102413,46853,81022,21391,20001,66169,39824,376718,297907,17028,82986,214853
31MAR2019,01APR2018,31MAR2019,201899,23. 90+,66614,24001,59328,7286,6781,39192,29803,180360,140345,9338,38689,101636
31MAR2019,01APR2018,31MAR2019,201899,24. unknown,14419,9632,9429,4990,4792,12080,3471,11082,9204,855,2619,6585
28FEB2019,01APR2018,31MAR2019,201899,01. 0 - 4,115878,25212,105229,10649,8803,107730,46777,327809,249700,26131,106689,143009
28FEB2019,01APR2018,31MAR2019,201899,02. 5 - 9,26757,14341,15763,10994,9748,25685,12098,268101,200501,22008,62774,137711
28FEB2019,01APR2018,31MAR2019,201899,03. 10 - 14,23366,13146,14177,9189,8269,22238,10559,275648,208984,20828,65021,143953
28FEB2019,01APR2018,31MAR2019,201899,04. 15,5670,3087,3621,2049,1870,5413,2718,68909,51991,5321,14167,37821
28FEB2019,01APR2018,31MAR2019,201899,05. 16,5826,3161,3720,2106,1909,5354,2515,64267,47723,5471,13217,34506
28FEB2019,01APR2018,31MAR2019,201899,06. 17,6132,3256,4057,2075,1925,5544,2569,60115,44639,5651,12989,31649
28FEB2019,01APR2018,31MAR2019,201899,07. 18,7366,3716,5293,2073,1918,6585,3203,55930,41612,5727,13600,28003
28FEB2019,01APR2018,31MAR2019,201899,08. 19,8470,4180,6349,2121,1945,7522,3480,57717,43135,6112,14674,28442
28FEB2019,01APR2018,31MAR2019,201899,09. 20 - 24,53834,28572,39906,13928,13032,48511,18896,356437,269633,36534,96154,173442
28FEB2019,01APR2018,31MAR2019,201899,10. 25 - 29,73831,41909,54775,19056,17907,67167,21869,522370,401464,47714,141268,260122
28FEB2019,01APR2018,31MAR2019,201899,11. 30 - 34,80335,48152,58520,21815,20554,73124,21895,609348,470667,50238,162668,307962
28FEB2019,01APR2018,31MAR2019,201899,12. 35 - 39,71497,45123,46744,24753,23341,64192,20535,561303,427315,45630,147513,279725
28FEB2019,01APR2018,31MAR2019,201899,13. 40 - 44,60208,39748,33983,26225,24760,52777,18762,469133,352691,37595,124258,228353
28FEB2019,01APR2018,31MAR2019,201899,14. 45 - 49,74540,50488,39352,35188,33303,64555,22611,560747,424940,40471,144909,279914
28FEB2019,01APR2018,31MAR2019,201899,15. 50 - 54,92726,64395,47609,45117,42845,79422,26014,672658,517496,42479,169638,347730
28FEB2019,01APR2018,31MAR2019,201899,16. 55 - 59,117441,85150,53923,63518,60403,101089,27621,717235,561156,38859,176115,384922
28FEB2019,01APR2018,31MAR2019,201899,17. 60 - 64,110836,77167,57151,53685,50947,92435,28057,711402,566145,32291,169927,396131
28FEB2019,01APR2018,31MAR2019,201899,18. 65 - 69,123582,85715,64642,58940,56142,101514,30574,750473,607835,27419,175457,432241
28FEB2019,01APR2018,31MAR2019,201899,19. 70 - 74,152553,102062,83963,68590,65189,121549,38791,857219,697570,27764,196936,500510
28FEB2019,01APR2018,31MAR2019,201899,20. 75 - 79,137569,85242,83446,54123,51283,104495,39209,711068,576708,25016,159493,417073
28FEB2019,01APR2018,31MAR2019,201899,21. 80 - 84,129677,70371,89615,40062,37811,90841,42664,578670,464313,23279,128778,335433
28FEB2019,01APR2018,31MAR2019,201899,22. 85 - 89,96047,44047,76266,19781,18594,61185,36928,359387,282598,16667,78736,203820
28FEB2019,01APR2018,31MAR2019,201899,23. 90+,64100,23089,57391,6709,6241,37128,28400,171423,132589,8730,36594,95986
28FEB2019,01APR2018,31MAR2019,201899,24. unknown,13799,9130,8960,4839,4566,11441,3259,11166,9274,803,2707,6567
31JAN2019,01APR2018,31MAR2019,201899,01. 0 - 4,127494,27787,115577,11917,9894,118735,50873,374563,285944,31142,121256,164592
31JAN2019,01APR2018,31MAR2019,201899,02. 5 - 9,28193,15294,16230,11963,10639,27055,12427,302974,228038,26363,68856,159114
31JAN2019,01APR2018,31MAR2019,201899,03. 10 - 14,25480,14128,15530,9950,8970,24296,11748,306070,233640,24130,71011,162597
31JAN2019,01APR2018,31MAR2019,201899,04. 15,6180,3279,3934,2246,2036,5848,2926,76803,58443,6034,15605,42827
31JAN2019,01APR2018,31MAR2019,201899,05. 16,6298,3354,4006,2292,2089,5762,2734,71234,53224,6318,14481,38733
31JAN2019,01APR2018,31MAR2019,201899,06. 17,6641,3521,4390,2251,2071,6042,2816,66080,49429,6290,14223,35191
31JAN2019,01APR2018,31MAR2019,201899,07. 18,7955,3941,5776,2179,2029,7069,3426,62629,46523,6740,14718,31774
31JAN2019,01APR2018,31MAR2019,201899,08. 19,9507,4699,7060,2447,2266,8516,3882,65257,48679,7203,16046,32571
31JAN2019,01APR2018,31MAR2019,201899,09. 20 - 24,59518,31283,44159,15359,14308,53710,20752,403643,305758,43270,106695,198630
31JAN2019,01APR2018,31MAR2019,201899,10. 25 - 29,81609,45855,60799,20810,19530,74428,23907,588145,452847,56125,157644,294521
31JAN2019,01APR2018,31MAR2019,201899,11. 30 - 34,88149,52531,63732,24417,22943,80332,24193,683389,529471,58240,180500,348370
31JAN2019,01APR2018,31MAR2019,201899,12. 35 - 39,78637,49436,51325,27312,25771,70602,22783,631293,482248,53020,165542,316346
31JAN2019,01APR2018,31MAR2019,201899,13. 40 - 44,66142,43426,37169,28973,27364,58095,20813,529701,399408,43983,138396,260850
31JAN2019,01APR2018,31MAR2019,201899,14. 45 - 49,82776,55548,43623,39153,37039,71419,25381,632594,480752,48003,162147,318466
31JAN2019,01APR2018,31MAR2019,201899,15. 50 - 54,102917,70155,53181,49736,47145,87889,29574,756418,582815,51001,188431,394237
31JAN2019,01APR2018,31MAR2019,201899,16. 55 - 59,127984,91854,58484,69500,65948,110404,30881,804792,631089,45965,196489,434463
31JAN2019,01APR2018,31MAR2019,201899,17. 60 - 64,120873,82969,62794,58079,54984,100278,31314,797972,637812,38133,190155,447526
31JAN2019,01APR2018,31MAR2019,201899,18. 65 - 69,136814,93491,71921,64893,61599,111676,34342,844462,686106,32678,197100,488863
